,page.status_code,ID,Name,Price,Release_Date,Standing screen display size,Screen Resolution,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand,Series,Item model number,Hardware Platform,Operating System,Item Weight,Product Dimensions,Item Dimensions LxWxH,Color,Processor Brand,Number of Processors,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Power Source,Batteries,200,B0B1L638D3,"HP Pavilion Laptop (2022 Model), 17.3"" FHD IPS Display, Intel Core i3-1115G4 Processor, 16GB RAM, 256GB PCIe SSD, 1TB HDD, Anti-Glare Screen, Long Battery Life, Webcam, HDMI, Bluetooth, Wi-Fi, Win 11",$589.00,"May 17, 2022",17.3 Inches,Unnamed: 6,1920 x 1080 Pixels,4.1 GHz core_i3,16 GB DDR4,2666 MHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11a/b/g/n/ac",Unnamed: 16,Unnamed: 17,HP,Pavilion,Pavilion.1,PC,Windows 11,6.89 pounds,Unnamed: 24,Unnamed: 25,Natural Silver,Intel.1,2,DDR4 SDRAM,256 GB,PCIE x 4,Unnamed: 32,Unnamed: 33,Unnamed: 34
1867,200.0,B0B9WSSRSP,"Lenovo Flex 5 14"" 2-in-1 Touchscreen Laptop - AMD Ryzen 7 5700U - 2240 x 1400 - Windows 11 16GB LPDDR4x 4266MHz RAM 512GB PCIe® 4.0x4 NVMe 2242 M.2 Solid State Drive 82R9000KUS",,"August 17, 2022",14 Inches,,,4.3 GHz ryzen_7,16 GB DDR4,4266 MHz,SSD,,AMD,Integrated,Bluetooth,3.0,,Lenovo,82R9000KUS,82R9000KUS,,Windows 11 Home,4.99 pounds,8.85 x 12.32 x 0.7 inches,,,AMD,8.0,DDR4 SDRAM,18 GB,Solid State,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,200.0,B0B779GBKL,"Dell Latitude 7000 7320 13.3"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-1180G7 Quad-core (4 Core) 2.20 GHz - 16 GB Total RAM - 512 GB SSD - Carbon Fiber","$1,983.97","July 21, 2022",13.3 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.2 GHz core_i7,,,512 GB SSD,Intel Iris Xe Graphics,Intel,Iris Xe Graphics,,,,Dell,Latitude 7000,7320,PC,Windows 10 Pro,2.47 pounds,14 x 13.5 x 4 inches,,Carbon Fiber,Intel,1.0,,,,No Information Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,200.0,B09NJQ5YDL,"Newest Dell XPS 15 9510 Elite Laptop, 15.6"" FHD+ 500 Nits Display, Intel i7-11800H, RTX 3050Ti, 32GB RAM, 1TB SSD, IR Webcam, Backlit Keyboard, Fingerprint Reader, WiFi 6, Thunderbolt 4, Win 11 Home","$1,649.00","December 13, 2021",15.6 Inches,,1920 x 1200 Pixels,2.3 GHz core_i7_11800h,32 GB SDRAM,,1 TB SSD,NVIDIA GeForce RTX 3050 Ti,NVIDIA,Dedicated,802.11ax,,,Dell,XPS,9510,PC,Windows 11 Home,4.22 pounds,13.57 x 9.06 x 0.71 inches,,Platinum Silver,Intel,8.0,DDR4 SDRAM,1 TB,PCIE x 4,,AC & Battery,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,200.0,B09V8HVKDY,"Asus VivoBook F415EA-UB51 14"" 8GB 256GB SSD Core  i5-1135G7 2.4GHz Win10H, Slate Grey",$379.00,"March 10, 2022",14 Inches,1920 x 1080 pixels,1920x1080 Pixels,2.4 GHz,8 GB DDR4,,256 GB SSD,Intel UHD Graphics,Intel,Integrated,Bluetooth,,5 Hours,ASUS,VivoBookF415EA-UB51,F415EA-UB51,PC,Windows 10,3.42 pounds,8.5 x 0.78 x 12.81 inches,,Slate Grey,Intel,4.0,DDR4 SDRAM,,Solid State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,200.0,B09M9XQJ7F,HP 2022 14'' FHD Anti-Glare Micro-Edge Laptop Intel Dual-Core i3-1115G4 16GB DDR4 RAM 256GB M.2 NVMe SSD Intel UHD Graphics USB-C HDMI WiFi AC BT Webcam Fingerprint Windows 11 Home w/ RE Accessories,,"November 20, 2021",14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.7 GHz core_i3_family,16 GB DDR4,2666 MHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,802.11ac,3.0,8 Hours,HP,HP-14-DQ2055WM,HP-14-DQ2055WM,PC,Windows 11 Home,3.24 pounds,12.76 x 8.86 x 0.7 inches,,Silver,Intel,2.0,DDR4 SDRAM,,Solid State,,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,200.0,B07NCN1S21,"HP Chromebook 14-inch Laptop AMD Dual-Core A4-9120C Processor, 4 GB SDRAM, 32 GB eMMC Storage, Chrome OS (Gray)",$244.00,"March 25, 2019",14 Inches,,1366 x 768,1 1_2GHz_Cortex_A8,4 GB DDR,1866 MHz,32 GB Emmc,AMD Radeon R5,AMD,Integrated,"802.11b, 802.11g",2.0,,HP,HP Chromebook,6CD26UA,,Chrome OS,3.4 pounds,13.27 x 8.94 x 7.2 inches,,Grey,AMD,2.0,DDR SDRAM,4,ATA-4,BD-R,Battery Powered,1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,200.0,B09NS2SMKP,"Lenovo Legion 5 Pro 16"" 165Hz QHD IPS NVIDIA G-Sync 500 nits Gaming Laptop AMD Ryzen 7-5800H 16GB RAM 1TB SSD RTX 3070 8GB GDDR6 TGP 130W",,"December 17, 2021",16 Inches,2560 x 1600 pixels,2560x1600 Pixels,3.2 GHz ryzen_7_5800h,16 GB DDR4,3.2 GHz,1 TB SSD,NVIDIA GeForce RTX 3070,NVIDIA,Dedicated,Bluetooth,4.0,8.1 Hours,Lenovo,Lenovo legion 5 pro,Lenovo Legion 5 Pro 16ACH6H,PC,Windows 11 Home,5.39 pounds,14 x 10.4 x 1.06 inches,,16GB RAM | 1TB NVMe,AMD,8.0,DDR4 SDRAM,32 GB,PCIE x 8,,Battery Powered,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,200.0,B0B79GV6TM,"Dell Latitude 5000 5531 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-12800H Tetradeca-core (14 Core) 2.40 GHz - 16 GB Total RAM - 256 GB SSD - Gray","$1,680.82","July 22, 2022",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.4 GHz core_i7,,4800 MHz,256 GB SSD,Intel Iris Xe Graphics,Intel,Iris Xe Graphics,2.4 GHz Radio Frequency,,,Dell,Latitude 5000,5531,PC,Windows 10 Pro,3.66 pounds,2.52 x 13.98 x 17.24 inches,,Gray,Intel,1.0,,,,No Information Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,200.0,B09S5MR596,"2022 Flagship HP 15.6'' FHD IPS Micro-Edge Laptop, AMD 6-Core Ryzen 5 5500U (Upto 4.0GHz, Beat i7-10710U), 8GB RAM, 256GB PCIe SSD,Radeon Graphics,Wi-Fi, Webcam, Fast Charge, Windows 11 w/ Cables",$508.00,"February 10, 2022",15.6 Inches,,1920 x 1080 Pixels,2.1 GHz ryzen_5_5500u,8 GB DDR4,,256 GB SSD,AMD Radeon Graphics,AMD,Integrated,"Bluetooth, 802.11a",,9 Hours,HP,Flagship HP 15.6 Laptop,Flagship HP 15.6 Laptop,PC,Windows 11,3.75 pounds,14.11 x 9.53 x 0.78 inches,,Spruce Blue,AMD,6.0,DDR4 SDRAM,256 GB,Solid State,,AC & Battery,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,200.0,B086QZSLDH,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD, Intel i5-1035G1 CPU, 8GB RAM, 512GB SSD, Backlit KB, Fingerprint, Windows 10, Slate Gray, F512JA-AS54",$558.57,"April 13, 2020",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,3.6 GHz core_i5_1035g1,8 GB DDR4,3.6 GHz,512 GB SSD,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11ax",2.0,,ASUS,VivoBook 15,F512JA-AS54,PC,Windows 10 Home,3.5 pounds,14.1 x 9.1 x 0.8 inches,,Grey,Intel,4.0,DDR4 SDRAM,512 GB,USB,No Optical Drive,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,200.0,B07YR8JMZ4,Dell Latitude 7400 7000 Series 14-inch Core i5-8365U 16GB RAM 256GB PCIe SSD FHD 1080P FPR + IR Camera Windows 10 Professional (Renewed),$239.99,"October 5, 2019",14 Inches,,1920 x 1080 Pixels,1.6 GHz core_i5_family,16 GB DDR4,1.6 GHz,256 GB SSD,Intel UHD Graphics 620,Intel,Integrated,"Bluetooth, 802.11ac",,,Dell,7400,Latitude 7400,PC,Windows 10 Pro,5.01 pounds,8.43 x 12.64 x 0.75 inches,,,Intel,1.0,DDR4 SDRAM,256 GB,Serial ATA,,Corded Electric,1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,200.0,B09FLNSX4V,"HP 14"" Full HD Touch-Screen 2-in-1 Chromebook, Intel Core i3-10110U Processor, 8GB DDR4 RAM, 64GB eMMC Flash Memory, Wi-Fi, Bluetooth, Chrome OS, Mineral Silver, W/ MD Accessories",$519.00,"September 7, 2021",14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.1 GHz apple_ci3,8 GB DDR4,2666 MHz,64 GB SSD,Intel UHD Graphics,Intel,Integrated,802.11a/b/g/n/ac,,,HP,,HP 14 laptop,PC,Chrome OS,5.01 pounds,12.82 x 8.6 x 0.7 inches,,,Intel,2.0,DDR4 SDRAM,64 GB,Solid State,,,1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,200.0,B09SKPL5FK,"Lenovo IdeaPad Slim 9i 14"" UHD Laptop Computer - Intel i7-1195G7 Upto 5GHz, 16GB RAM, 1TB NVMe SSD, AX Wi-Fi, Bluetooth, USB Type-C Thunderbolt 4, Webcam, HDMI - Windows 10 Pro","$1,999.99","February 15, 2022",14 Inches,1920 x 1200 pixels,3840 x 2160 Pixels,5 GHz core_i7,16 GB SDRAM,4266 MHz,1 TB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ax,,15 Hours,Lenovo,IdeaPad,Slim 9i,PC,Windows 10 Pro,2.87 pounds,7.9 x 12.52 x 0.57 inches,,Shadow Black,Intel,4.0,SDRAM,16 GB,Solid State,,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,200.0,B0BKZL9XN9,"2022 Latest HP Laptop | 15.6"" FHD IPS Touchscreen | Intel 4-Core i7-1165G7 | Iris Xe Graphics | 32GB DDR4 RAM 1TB NVMe SSD | WiFi | Type-C | HDMI | Webcam | Windows 11 Home",,"May 6, 2022",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.8 GHz core_i7_family,32 GB DDR4,3200 MHz,1 TB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ac,3.0,6 Hours,HP,HP-15-DY2089MS,HP-15-DY2000,PC,Windows 11 Home,7 pounds,14.11 x 9.53 x 0.71 inches,,Silver,Intel,4.0,DDR4 SDRAM,,Solid State,No Optical Drive,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,200.0,B06X9QQ8YS,Dell Chromebook 11 3180 D44PV 11.6-Inch Traditional Laptop (Black),$44.00,"February 24, 2017",11.6 Inches,,1366x768 Pixels,1.6 GHz,2 GB DDR4,,SSD,Intel HD Graphics 400,Intel,Integrated,802.11g,2.0,10 Hours,Dell,Dell Chromebook 11 3180 D44PV,D44PV,,Chrome OS,4.65 pounds,16.8 x 11 x 2.9 inches,,Black,Intel,2.0,Unknown,16,,,Battery Powered,1 A batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,200.0,B07QD2HSCF,"DELL Latitude 3189 Intel Pentium N4200 (1.1 GHz) 4 GB Memory 128 GB SSD Intel HD Graphics 505 11.6"" Touchscreen 1366 x 768 Convertible 2-in-1 Laptop Windows 10 Pro 64-Bit (Renewed)",$119.00,"April 3, 2019",11.6 Inches,,1366 x 768 Pixels,1.1 pentium,4 GB DDR3,,128 GB SSD,Intel HD Graphics 500,Intel,Integrated,,,,Dell,N3350,FBA-DELLLATITUDE3189-R,PC,Windows 10,3.19 pounds,11.97 x 8.19 x 0.83 inches,,Black,Intel,1.0,DDR DRAM,4 GB,Unknown,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,200.0,B09RW2BJNQ,"HP 15.6 inches Full HD Laptop, AMD Ryzen 5-5500u Processor, 8GB DDR4 RAM, 256GB SSD, Bluetooth, Wi-Fi, HDMI, Windows 10, Spruce Blue, W/ KT Accessories, 15-15.99 inches, HP 15 Laptop",$499.95,"February 6, 2022",15.6 Inches,,1920 x 1080 Pixels,4 GHz ryzen_5,8 GB DDR4,,256 GB SSD,AMD Radeon Graphics,AMD,Integrated AMD Ryzen 5 5500U,802.11a/b/g/n/ac,,,HP,,HP 15 Laptop,PC,Windows 10,4.2 pounds,14.11 x 9.53 x 0.78 inches,,,AMD,6.0,DDR4 SDRAM,256 GB,Solid State,,"Corded Electric, Battery Powered",1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,200.0,B08L3W45C4,"HP 2021 Stream 11.6 Inch Laptop with Webcam, Intel Celeron N4000 up to 2.6 GHz, 4GB RAM, 32GB eMMC, Bluetooth, HDMI, USB Type-C, Win 10 S, White + NexiGo 32GB MicroSD Card Bundle",$225.00,"October 12, 2020",11.6 Inches,1366 x 768,1366 x 768 Pixels,1.1 GHz celeron,4 GB,2.6 GHz,32 GB Emmc,Intel UHD Graphics 600,Intel,Integrated,"Bluetooth, 802.11b",,12 Hours,HP,HP,HP,PC,Windows 10 Home,2.37 pounds,19 x 10 x 0.78 inches,,,Intel,2.0,DDR4 SDRAM,32 GB,Serial ATA,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,200.0,B09TZV5B8M,"HP 2022 Newest Victus 15.6"" FHD IPS Premium Gaming Laptop | 12thGen Intel Core i5-12450H | NVIDIA GeForce GTX1650 | Backlit KB | Windows 11 | with USB3.0 HUB Bundle (Silver, 8GB RAM | 512GB SSD)",$615.00,"March 6, 2022",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2 GHz core_i5,16 GB SDRAM,1.3 GHz,512 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,802.11ax,2.0,7.5 Hours,HP,Victus,HP,PC,Windows 11,5.1 pounds,14 x 10 x 1 inches,,Silver,Intel,8.0,DDR4 SDRAM,,Serial ATA,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,200.0,B0B9YSJ64P,"Lenovo ThinkPad P16 Intel Core i9-12900HX, 16C, 16.0"" WUXGA (1920x1200) IPS 300nits Anti-Glare, NVIDIA RTX A2000 8GB GDDR6, 128GB DDR5 RAM, 2TB NVMe SSD, Backlit KYB, Fingerprint Reader, Windows Pro","$3,486.00","August 17, 2022",16 Inches,,1920 x 1200 Pixels,2.3 GHz intel_core_i9,DDR5,,2 TB SSD,NVIDIA RTX A2000 8GB GDDR6,NVIDIA,Integrated,,2.0,8 Hours,Lenovo,Lenovo ThinkPad P16 Gen 1,,,Windows 11 Pro,6.5 pounds,14.3 x 10.5 x 1.2 inches,,,Intel,16.0,DDR5 RAM,128 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,200.0,B08YLRZSXL,"Lenovo ThinkPad E14 Business Laptop with 14"" FHD Touchscreen, 11th Gen Intel Quad Core i7-1165G7 Processor up to 4.7GHz, 16GB DDR4, 1TB SSD, and Windows 10 Professional","$1,149.00","March 10, 2021",14 Inches,1920 x 1080 pixels,1920x1080 Pixels,2.8 GHz,16 GB DDR4,2.8 GHz,1000 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,,15.1 Hours,Lenovo,ThinkPad,E14 Gen 2,PC,Windows 10 Pro,3.24 pounds,8.94 x 0.7 x 12.95 inches,,Black,Intel,4.0,GDDR4,1 TB,Solid State,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,200.0,B08WRRJT3T,Dell Latitude 7330 2-in-1 - 13.3 inch FHD WVA Anti-Reflective Touch Display - 3.3 GHz Intel Core i5-1235U 10-Core - 16GB - 256GB SSD - Windows 11 Pro,"$1,299.00","February 17, 2021",13.3 Inches,,1920 x 1080 Pixels,3.3 GHz core_i5,16 GB DDR4,3.3 GHz,256 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,,,Dell,Latitude 7330,7310,PC,Windows 11 Pro,5 pounds,,,,Intel,10.0,GDDR4,256 GB,eSATA,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,200.0,B09W2G4MYD,"Lenovo Gaming Laptop, Nvidia RTX 3050 Ti (4GB GDDR6), 15.6"" FHD 120 Hz Refresh Rate, AMD Ryzen 5 5600H, 16GB DDR4 RAM, 512GB PCIe SSD, WiFi 6, Bluetooth 5, Win11 with JAWFOAL",$819.99,"March 21, 2022",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.2 GHz ryzen_5_5600h,16 GB DDR4,,512 GB SSD,NVIDIA GeForce RTX 3050,AMD,RTX 3050Ti,802.11ax,2.0,,Lenovo,Laptop,pc,,Windows,4.3 pounds,9.92 x 14.16 x 0.95 inches,,,AMD,6.0,,512 GB,USB 3.2,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,200.0,B099NB89CR,"HP 17.3"" FHD IPS Laptop Computer 11th Intel Quad Core i5-1135G7 (Beats i7-1065G7) 32GB RAM 1TB SSD DVD-RW USB-C HD Webcam WiFi HDMI Win10S Silver+GOLDOXIS Card",$949.99,"July 17, 2021",17.3 Inches,,1920x1080 Pixels,4.2 GHz core_i5_8250u,32 GB DDR4,2666 MHz,1 TB SSD,Intel Iris Xe Graphics,Intel,Integrated,"Bluetooth, 802.11a",,,HP,,HP 17 I5,PC,Windows 10,5.25 pounds,16.33 x 10.72 x 0.96 inches,,Silver,Intel,4.0,DDR4 SDRAM,1 TB,Solid State,,"Corded Electric, Battery Powered",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,200.0,B09XRGTJM3,"2022 HP Pavilion 17 Laptop Computer, Intel Core i3-1115G4(Beat i5-8250U), 16GB RAM, 256GB PCIe SSD, 17.3 FHD IPS Screen, Wi-Fi, Webcam, Bluetooth, Long Battery Life, Windows 11, ROKC MP(Lastest Model)",$589.99,"April 12, 2022",13.7 Inches,,1920 x 1080 Pixels,1.7 GHz apple_ci3,16 GB DDR4,4.1 GHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11a",,,HP,HP Pavilion,17,PC,Windows 10 Home,6.56 pounds,,,,Intel,2.0,DDR4 SDRAM,256 GB,Solid State,,"Corded Electric, Battery Powered",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,200.0,B09JB6L9VC,"Lenovo ThinkPad P14s Gen 2 21A0003QUS 14"" Touchscreen Mobile Workstation - Full HD - 1920 x 1080 - AMD Ryzen 7 PRO 5850U Octa-core (8 Core) 1.90 GHz - 32 GB RAM - 512 GB SSD - Black","$1,378.98","October 12, 2021",14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.9 GHz amd_ryzen_7,,,512 GB SSD,AMD Radeon Graphics,AMD,Radeon Graphics,"Bluetooth, 802.11ax",2.0,,Lenovo,ThinkPad P14s Gen 2,21A0003QUS,PC,Windows 10 Pro,3.24 pounds,13 x 8.9 x 0.7 inches,,Black,AMD,1.0,DDR4 SDRAM,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,200.0,B093TZMNFR,"ASUS ROG Strix G15 (2021) Gaming Laptop, 15.6” 300Hz IPS Type FHD Display, NVIDIA GeForce RTX 3050 Ti, AMD Ryzen R7-5800H, 16GB DDR4, 1TB PCIe SSD, RGB Keyboard, Windows 10, Black, G513QE-ES76",,"May 3, 2021",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.4 GHz ryzen_7,16 GB DDR4,3200 MHz,1 TB SSD,NVIDIA GeForce RTX 3050 Ti,NVIDIA,GeForce RTX 3050 Ti,"Bluetooth, 802.11ax",4.0,,ASUS,ROG Strix G15,G513QE-ES76,PC,Windows 10 Home,4.63 pounds,13.94 x 10.2 x 1.02 inches,,Black,AMD,8.0,DDR4 SDRAM,1 TB,,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,200.0,B09HZXL6BW,"2021 Newest HP 15.6inch FHD IPS Business Laptop, 11th Gen Intel i3-1115G4, 16GB DDR4 RAM, 256GB PCIE SSD, Lightweight, Fast Charge, Bundle with HDMI, Windows 10 Home, Silver, 16GB | 256GB SSD",$474.99,"October 8, 2021",15.6 Inches,,,core_i3_1115g4,16 GB DDR4,4.1 GHz,,,Intel,Integrated,Bluetooth,,,HP,,HP,,Windows 10 Home,3.86 pounds,14.1 x 9.53 x 0.78 inches,,,,2.0,DDR4 SDRAM,,,,"Corded Electric, Battery Powered",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,200.0,B092BDWJ8G,"HP Pavilion 15.6"" FHD Gaming Laptop, Intel Core i5-10300H, 8GB RAM, NVIDIA GeForce GTX 1650 4GB, 250GB SSD, Windows 10 Home, Black (8G, 256G)",$449.00,"August 12, 2021",15.6 Inches,,1920 x 1080 Pixels,2.5 GHz corei5_10300h,8 GB DDR4,3200 MHz,256 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,2.4 GHz Radio Frequency,,"9.0, 7.0, 6.0 Hours",HP,HP Pavilion,Pavilion 15-dk1056wm,PC,Windows 10 Home,4.4 pounds,14.17 x 0.79 x 9.84 inches,,Black,Intel,4.0,DDR4 SDRAM,,Solid State,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,200.0,B0BN46D852,"Lenovo 100e Windows 2nd Gen 81M80089US 11.6"" Netbook - HD - 1366 x 768 - Intel Celeron N4020 Dual-core (2 Core) 1.10 GHz - 4 GB Total RAM - 4 GB On-Board Memory - 128 GB SSD - Black",$319.72,"November 22, 2022",11.6 Inches,1366 x 768,1366 x 768 Pixels,1.1 GHz celeron_n4020,4 GB LPDDR4,,128 GB SSD,Intel UHD Graphics 600,Intel,UHD Graphics 600,,,,Lenovo,100e Windows 2nd Gen,81M80089US,PC,Windows 11,3.39 pounds,8 x 11.4 x 0.78 inches,,Black,Intel,1.0,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,200.0,B0B1J17RC6,asus Laptop (8GB | 512GB PCIE SSD),$583.99,"May 18, 2022",15 Inches,,,4.2 GHz core_i5,8 GB,,SSD,,,,Bluetooth,,5 Hours,ASUS,ASUS VivoBook,Vivobook 15,,,3.97 pounds,20 x 13 x 3 inches,,,Intel,,DDR4 SDRAM,2 GB,USB 3.1,,"Corded Electric, Battery Powered",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,200.0,B0B7884QWT,"HP Pavilion 13 bb1010nr Intel Core i5-1155G7 2.6GHz, 512 GB SSD, 8 GB RAM, 13.3"" Full HD IPS Display, Flicker-Free Screen, Full-Size Backlit Keyboard, Windows 11 Home (Renewed)",,"July 21, 2022",13.3 Inches,,1920 x 1080 Pixels,2.5 GHz apple_ci5,8 GB DDR4,,512 GB SSD,,Intel,Integrated,,,,HP,HP Pavilion 13 bb1010nr,bb1010nr,,Windows 11 Home,2.7 pounds,,,,Intel,4.0,,8 GB,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,200.0,B0B791FJHG,"Dell Latitude 7000 7530 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1270P Dodeca-core (12 Core) 2.20 GHz - 16 GB Total RAM - 16 GB On-Board Memory - 512 GB SSD - Carbon Fiber -","$2,059.99","July 22, 2022",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.2 GHz core_i7,,,512 GB SSD,Intel Iris Xe Graphics,Intel,Iris Xe Graphics,,,,Dell,Latitude 7000,7530,PC,Windows 10 Pro,5.92 pounds,13.9 x 17.7 x 2.5 inches,,Carbon Fiber,Intel,1.0,,,,No Information Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,200.0,B09JGV7MVD,"Lenovo ThinkPad T14s Gen 2 20XF004FUS 14"" Touchscreen Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 PRO 5650U Hexa-core (6 Core) 2.30 GHz - 16 GB RAM - 512 GB SSD - Storm Gray","$1,072.96","October 14, 2021",14 Inches,1920 x 1080 pixels,1920x1080 Pixels,2.3 GHz,16 GB LPDDR4X,2.3 GHz,512 GB SSD,AMD Radeon Graphics,AMD,Radeon Graphics,"Bluetooth, 802.11ax",,,Lenovo,ThinkPad T14s Gen 2,20XF004FUS,PC,Windows 10 Pro,3.46 pounds,8.9 x 12.9 x 0.66 inches,,Storm Gray,AMD,1.0,DDR4 SDRAM,512 GB,,No,,1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,200.0,B07J26L99L,"Lenovo Legion Y7000 Gaming Laptop, 15.6"" FHD IPS Anti-Glare Laptop (Intel Core i7-8750H Processor, Nvidia GTX 1060, 16 GB DDR4, 1 TB HDD + 128 GB PCIe SSD, Windows 10 Home) 81LF0001US, Black","$1,399.00","August 9, 2018",15.6 Inches,1920 x 1080 pixels,1920X1080 Pixels,2.2 GHz 8032,16 GB DDR4,1 GHz,1000 GB Hybrid Drive,NVIDIA GeForce GTX 1060,NVIDIA,Dedicated,802.11ac,3.0,,Lenovo,Lenovo Legion,81LF0001US,PC,Windows 10 Home,5.17 pounds,14.22 x 1.06 x 10.51 inches,,Black,Intel,6.0,DDR4 SDRAM,128,Serial ATA,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,200.0,B00VUV0MG0,ASUS C201PA-DS02 11.6-Inch Laptop (Navy Blue),,"April 8, 2015",11.6 Inches,,1366*768 Pixels,1.8 GHz amd_a_series,4 GB DDR3,1.8 GHz,16 GB SSD,ARM Mali-T764,ARM,Mali-T764,802.11ac,,10 Hours,ASUS,Chromebook C201PA,C201PA-DS02,PC,Chrome OS,2 pounds,11.3 x 7.64 x 0.7 inches,,Navy Blue,Rockchip,4.0,Unknown,16,,,Battery Powered,1 Lithium Metal batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
